gene	logFC	fdr	betweenness	source_node_score	step_1	step_2	nbh_score	score
ESR1	4.38481604840828	3.36692414104579	26994.96429293	398535.917329873	24672446.4686732	56805781.4768847	1.57131829566489	1338.02033338842
IGSF6	12.0594864591848	9.84914823647417	3307.72506881956	392877.260537706	25504171.9650752	55668115.1315867	1.56706777312446	1319.02236268168
HAVCR2	10.9612556344973	6.79259281034854	5247.58108585225	390710.466539878	34306791.5561245	46092644.3484766	1.55631029772222	1311.74769240935
WDFY4	11.1873535790213	7.59222050435468	4599.24838763476	390645.694477054	27739442.2270396	51359461.9500312	1.53814230534202	1311.53017047301
CIITA	4.85032752591076	2.92245127798708	26665.6222734882	377981.085934429	10900077.971611	70647596.0812365	1.57228250733583	1269.01106362153
CIR1	2.92278821312695	5.22652447525975	24031.4216625861	367104.577241738	3386918.51678918	74048334.0947867	1.51477920611445	1232.49488348237
NFAM1	12.2482823864302	5.98755142651104	4956.33787154683	363484.044226383	33739185.6734717	49230623.1705066	1.59197767970974	1220.3398324844
FTL	4.81892070841304	3.9719264975157	17506.8189830047	335087.497949994	33139190.2697987	49955393.6424119	1.59370116273312	1125.00337081642
TFEB	3.68087054731839	3.41348267546176	26513.1738547984	333127.101918909	17312606.4965987	65797055.4757116	1.59390938266327	1118.42168265107
ASCL2	11.4496910576887	5.19413721323722	5587.2727442583	332282.185838946	5728816.25837969	69365825.8356545	1.48166981630019	1115.58464697432
STAT6	4.1623972454534	4.22384769096001	18684.5007436292	328498.41071713	7436880.62566092	72226095.5085947	1.5460323926785	1102.88149588884
S100A9	16.2981015529415	13.5959772868453	1402.37659163227	310750.691602099	23676159.1885516	55147193.6154917	1.53428224262612	1043.29657490772
USF1	1.90367426046401	3.01943732185112	53167.4876541216	305608.054108316	11432859.4556694	70072646.7636299	1.57169706325411	1026.03118917079
GSN	4.96393763814063	4.87756275580691	12345.4131504696	298906.122800687	41830162.2190301	41659886.5404486	1.59915882808552	1003.53071211756
LIPA	8.2081820656612	7.81082317631558	4627.61529864601	296688.720301242	9819275.98790262	65905431.7207832	1.490610554742	996.08580428361
LILRA2	16.8545129817512	12.5338852248946	1400.13709930485	295782.506303851	26343189.3914803	53400864.6315113	1.54716520073012	993.043538202804
A2M	13.9663328667916	5.90567899074829	3475.18597237994	286635.697225596	29535221.2096549	52584360.4437128	1.58021433490251	962.334827829217
PSTPIP1	13.9279093117966	9.47667142816777	2108.88188751491	278351.784770495	3296857.83889252	56860278.1632053	1.26297965371866	934.52196683843
NFE2	4.61575035144615	3.34490167479709	17470.3289281716	269728.445383076	10259890.3775611	69936285.3930427	1.55347627769573	905.571579283118
PTPN6	11.2698440384605	8.83261911204894	2651.14595236301	263901.006251348	8943801.13221202	68049121.8812452	1.50854389282582	886.006814631419
MAF	5.02097363918806	3.41860495578379	15199.1523096819	260889.275188473	4708020.12270555	74261286.2179705	1.53632730316312	875.895544447714
RENBP	6.72586600434331	7.22784572957297	5324.99964358014	258866.986669121	25284026.6808529	54923442.6075191	1.5536337939336	869.106120417336
C19ORF38	8.68957707352155	6.49109927192506	4552.35605878018	256775.222016851	36108620.6968111	45955920.1225453	1.57945164373542	862.083470924346
NR4A3	6.69556810372655	7.60789771015247	4965.7250877402	252950.049706416	1020665.46315041	56467243.4588868	1.22237371038273	849.239921061637
MYCL	4.70227344171974	3.71340455301677	14059.2627377147	245495.023464829	33484602.5764904	48568196.137547	1.57928891691232	824.212164773973
PRAM1	12.2898270324386	10.8854307607938	1825.30693766967	244189.67387357	26740498.7359619	52893232.2648157	1.54562370487643	819.829567427993
CSF3R	13.1052276637836	12.0916117505411	1528.98908811784	242288.69450583	28951521.6354125	51785768.674822	1.56101650852327	813.447411359987
GM2A	7.9317001442892	6.65985044794649	4565.43226964936	241164.105489098	36939003.6997999	46173319.1115943	1.59394612632726	809.671909798771
HLX	2.44331638647368	3.2108455202524	30395.2076258311	238453.792102095	36135886.7779775	46105094.8429311	1.58189604719578	800.572463327083
LILRB4	14.9453596730497	8.29430893372735	1922.35899464777	238298.370438073	29526881.6834527	51129883.4202036	1.55989531775149	800.050588246171
ZNF438	3.60126769133857	4.0924709005602	16128.3184393268	237700.49954988	13473476.0695562	67670550.7997119	1.56667491973747	798.043363438762
TREM2	16.1101929863345	10.8051689528099	1340.28538736156	233307.976822917	8433935.00618437	59958542.1769162	1.38521620304151	783.295622796002
ZFP92	9.4274311162974	7.88172867966865	3080.34589674281	228883.420619845	989206.80151463	59888902.7847467	1.27386035114449	768.440570684327
MNDA	15.090058862161	12.2871875861769	1167.9820870376	216560.679104474	30025822.0641014	49399853.9078053	1.54271501386257	727.070010957118
SLAMF6	8.34917399503493	4.69829294584511	5516.97207590398	216413.520399867	21489512.0943022	59940845.4461807	1.57065351388964	726.576044988232
LST1	8.82556660453112	6.58312035000296	3682.32931039382	213942.475373129	34631054.538142	47096861.5213344	1.57478397238297	718.279954763267
EGR2	7.12945336964524	4.52958301278005	6351.44993459017	205110.236438516	10767862.1075935	68765175.4040961	1.54421623636819	688.627145377141
CD209	15.9699094595832	8.97045468019154	1426.63493875691	204375.939394064	10604563.4309935	64236476.9570792	1.47806524275282	686.161648615642
RASGRP4	12.174799648543	6.62120514357884	2535.19974884381	204367.131872408	27780988.1288311	53343323.5016176	1.56640082996262	686.132375464223
PARVG	14.5123517339602	13.1255496675478	1053.14764781953	200606.295270886	20149512.3171995	52416881.1515948	1.44557974474372	673.505614750883
ATP2A3	8.40808904738076	8.36111163549239	2803.65480443952	197099.655567193	904458.463904837	63622303.8072855	1.32838322946598	661.732288099368
TDRD3	3.6284586876102	4.25993615985467	12706.1624501401	196399.183078605	3478129.35125965	70939378.671914	1.472037720675	659.381055789309
ADAMTSL4	7.35445123849988	9.29361199816469	2871.71072228935	196279.751564891	2991287.89291397	71658448.2939349	1.47534387320975	658.980096344716
PLCB2	10.5098649408979	7.3048176510882	2479.34797634052	190346.106806244	22297697.619666	52545186.1568727	1.47809145612187	639.058924841424
ALOX15	9.54843241690587	8.28032264227416	2372.26825959746	187561.25760786	1037639.11619916	32511097.2126	0.829444889432859	629.707100078852
PTGS1	9.45964541519528	4.90862872187259	3941.39697513139	183014.382489655	24587673.2219799	54710012.2171501	1.54092459625326	614.444146001798
ACP5	9.0138782077503	4.55577275678388	4454.23882178164	182914.122417396	28503607.48787	53140786.6446619	1.57362501650602	614.107650025128
WAS	8.99511890313406	8.50546861423526	2348.60946184807	179686.711675145	21097399.5879875	54445564.7639911	1.48803373019223	603.27189217746
FCRL3	8.49635228556365	4.39458888039718	4805.17670378652	179415.568972764	359308.206346112	60762920.7415247	1.27753633114951	602.360870983273
TYROBP	18.5382933538104	9.15563852052211	1054.99641128217	179064.44882254	22485733.7581295	55432215.5915161	1.52157218936918	601.182865428228
BIN2	12.1553590007867	6.88348761686319	2117.85913826893	177203.949294846	2525062.74062397	62766871.8908663	1.33970667498882	594.935951125346
SPN	12.4330640178994	7.30680136140737	1905.35997156924	173094.196872776	1638959.62264663	55894959.9537253	1.22307806431138	581.137780278164
VAV1	9.80897706242861	5.67498025222773	3069.19768573365	170849.194523906	1986219.27070841	56401901.7062604	1.2361261356984	573.600618986522
GALM	4.14079975737353	6.98114729095125	5903.73963172727	170662.548278099	29416355.9844718	51961863.3478688	1.56992934015535	572.975107350434
ARL11	14.4453890258958	9.66895870309832	1215.48879326662	169769.592648579	27588760.8693077	53468473.8477085	1.56546815801042	569.977149084785
CD84	15.0979770512452	10.6586229057448	1043.17533021997	167871.575499956	6871693.00577207	65426480.5439951	1.4417304937612	563.604471046133
CD300LF	14.9615489901468	9.67930706179718	1154.97364839388	167260.311777304	27105760.8593277	50535599.5750851	1.51768120416585	561.552514355309
TYMP	5.71338749599857	6.97226345191599	4193.61019781668	167053.480543359	31129440.1695411	51321006.2517519	1.58479605852228	560.858339770888
KIAA0930	5.08293697820616	6.24692698351914	5252.99629736885	166797.005504411	16693428.3302023	65185609.9455326	1.57688011207243	559.997242838752
CTSS	6.69945708306784	4.51714834509736	5498.63584855124	166402.145563686	31364402.4168199	50182630.0827224	1.57227360085958	558.671553767623
PARP15	8.24422821273652	4.2752395727078	4667.34094146781	164505.335464279	3117137.71197766	76985797.3150636	1.55217556586174	552.303276138907
TMC8	9.6557627994778	8.42577430287244	1989.77968307783	161883.058975138	20505334.060645	56967237.1199304	1.51530481172103	543.499314915691
CTSD	5.97221595010945	4.21182568905881	6431.45251309011	161776.322772466	18776223.7750454	63829383.499067	1.58694290943078	543.141207183502
NCF4	14.0361825566469	8.26639266333206	1393.07407681295	161636.429963526	5989500.27032888	64125684.6698047	1.41025173335965	542.670948187595
FOS	3.72533691637238	4.77242786402163	9083.71405563156	161498.459289272	5495129.2015743	68376315.1082285	1.46425219242698	542.207916931799
SLC7A7	7.79472828285505	7.96069511613781	2597.7488121582	161194.094487757	29101021.3919806	53015021.2525687	1.58016529978519	541.186454181879
DPEP2	10.7266553574494	5.65734080743213	2620.01070328274	158993.633633816	474323.772374191	15118628.0098478	0.4777463841021	533.795088229543
ATP6AP1	3.16759539176738	4.02889025719469	12368.4465182782	157844.806040794	35040332.7128842	48007984.5699837	1.59306217933527	529.941843785669
TBC1D10C	10.3549979223573	10.8854307607938	1400.28145436613	157837.783222526	6109443.66254052	70124790.4777746	1.49782559747413	529.917946153967
SUFU	2.36385627219067	4.11212758227724	15869.4913671664	154259.050869003	5247865.20318204	69322703.6645681	1.47421711922998	517.90289516934
HCK	11.1725150996971	5.38995160439456	2516.59265345362	151547.487453241	32735110.3752725	48307402.1839597	1.56526342463331	508.799598071596
TRAF3IP3	6.79813063986507	4.25494137467055	5219.84824982676	150987.489590489	10794000.4989203	65112097.0309824	1.4931806409107	506.919260596222
MRC1	14.819177302044	7.54680512551876	1341.31715092471	150009.480705263	11426392.5782235	67689890.5964728	1.53838563279111	503.635917556381
FCER2	18.7131308806386	12.3759646272604	645.755614806322	149552.509703911	3547338.06117311	59995425.0785687	1.31376603368161	502.100962741354
NCF1	10.4389447076369	4.64134661194321	3036.7707189068	147133.85125388	29472356.1690543	52429922.6039816	1.5772023731025	493.981621914822
TNFSF13	5.30418023063958	5.83439812057799	4743.96295721711	146809.994505168	31829570.5796596	50328694.4467788	1.58075027796983	492.894341094186
SIGLEC14	16.4061432288136	12.7947272867905	690.53348301766	144951.353179804	19704179.7172547	51436242.3498497	1.42506934586258	486.653753292764
LY9	11.6744209323394	6.22982482948547	1990.46567724741	144765.767333084	20900930.1812131	57974326.6437253	1.53500962876448	486.031050181426
SASH3	15.5401271997922	11.3955313730216	814.592994831711	144254.650008362	3147193.32821384	67935859.5304182	1.42424178271419	484.314690736358
APOBR	12.5178974864271	7.09004791589072	1609.93440523118	142885.692006552	26817596.3809133	53467965.6980937	1.55472282257789	479.719090302621
HSD11B1	14.7343722028701	10.7982600225343	885.912333272683	140953.597665739	10657304.9962018	66743460.017156	1.51429340967111	473.232283708394
GLT1D1	9.5225079319534	5.12365365922822	2819.82625165716	137579.41477453	24404841.8624675	52990841.4805707	1.51422182353171	461.904051004098
CISH	7.54221938251781	8.62423115009518	2061.13512825569	134068.272654187	5045026.33453631	70293556.2131811	1.48513385502446	450.115904080544
POU2AF1	12.207031215908	4.81097469068273	2274.90336548157	133599.883844175	890370.738979238	50517580.0435751	1.12784395879739	448.542170540442
THEMIS2	4.17682196515911	4.70027417077689	6791.37564697314	133329.702015715	29346581.0304976	52137538.5476663	1.57140010588073	447.636571184475
ADAP2	6.93940757490456	5.39108040251205	3446.83938261905	128949.37787429	33567525.559145	46902308.4611929	1.55729137833799	432.930347020463
NCKAP1L	12.6179344564354	6.16100078783254	1657.71206822308	128869.051084042	3774857.24467744	64051625.257303	1.37695240178204	432.660058330056
FGD2	14.2893710794857	9.58308443129034	940.786903153672	128827.830119868	22347202.2743603	55209439.0264623	1.51648862018575	432.522134577597
GNS	3.08157951977341	3.09858078432805	13465.4931872584	128575.572554143	44560382.9995516	39558904.3928911	1.60782782789387	431.675530310535
RBM47	4.92869696241875	7.9950285061259	3187.41886711438	125600.472224136	30375353.4679537	49950952.998774	1.55529089820404	421.686971782696
TMC6	6.8776197639563	4.18747833269272	4335.25172110862	124854.745560521	21958845.3045437	58677746.5058445	1.55961438630944	419.183338667687
CD63	3.63162394348389	3.13791067777225	10931.1439495644	124568.163359796	36056916.6662327	47021946.9188704	1.59348406217611	418.221302461904
NACC2	1.81194296982079	3.1796736317136	21492.6541021765	123827.504028817	10466780.0249615	68414784.1373533	1.53509801104497	415.734471498901
HK3	18.7360857803604	6.55933420468957	1004.28045038121	123422.299614092	29048033.4164539	49907380.553135	1.53613269270201	414.374071594
OXER1	12.8283345127388	6.6200141324355	1450.00996640245	123140.292250742	17904112.4274847	57364708.3377328	1.48414353463807	413.427106353268
SNAI3	9.17217421736324	11.4729671053229	1165.32802705945	122629.860799247	668099.605124571	44237917.1375898	1.02320913449664	411.711873984995
LILRB3	8.5854136423167	8.53858981899795	1669.78854657351	122407.732530179	31520083.9059658	49756634.1274537	1.56851916496835	410.967947721669
LYZ	16.4297793851566	7.76448611655077	948.416148203625	120988.304173905	31784550.634895	49300894.5796631	1.56586043761616	406.202454853341
THRA	2.60465042849754	4.24055230341146	10843.1423125556	119764.202429305	4605519.72978758	66843939.6802462	1.4295240670232	402.092288327219
ATF3	3.27441125515306	3.67021070985218	9944.0757196565	119505.706914951	4897988.25844218	69933076.9076608	1.47792338987687	401.224597068887
HES6	2.88360768791844	3.58691013487485	11365.9769993993	117561.046588535	23705676.7360092	53078649.6342047	1.50559992532799	394.695831016448
MMP9	9.11592086772618	4.36398025506247	2951.38134033455	117410.963151688	8764526.55474946	61320652.6957925	1.40981715522039	394.191630394865
SLC26A11	5.91851886703123	7.4027084733583	2658.12691714366	116460.700069566	2718840.57153513	57067878.5586704	1.25737525780216	391.000775500338
BTK	9.96629415818716	11.2039247767164	1042.5590832589	116413.825809939	26892023.6302502	51232181.8921756	1.52447123407663	390.844300050919
PTPRE	5.63430630425066	3.41785741528502	6043.19726228525	116375.39421209	21876164.8488409	58852744.6562855	1.56089983318634	390.715394945066
KCNK13	8.79753661031255	5.60029962422777	2361.69408580594	116357.930340125	30209308.4790046	47801940.4874095	1.52288383292185	390.656635398882
KLF8	5.74432936860248	4.20991830143941	4777.03267138772	115523.732702729	827393.269805942	59602351.0007871	1.26709803795993	387.855103098165
S100A8	12.1618349804516	5.68466709155662	1662.57642702755	114943.855738683	22101593.3511467	54389651.6534615	1.50145982124271	385.909053830487
LITAF	3.59814003586551	4.14928831946264	7654.49781183523	114279.512306162	1252859.87549925	51602474.0964723	1.15061910819131	383.677458363543
PLA2G7	9.2820574410734	4.33792210964822	2825.08941401145	113751.779446618	32386569.4113262	47893312.6868729	1.55464362345424	381.907043474735
GIMAP4	13.4922068639509	5.79420785585064	1437.97633075572	112416.17376131	3890592.73464143	56239202.9838603	1.26256632694645	377.421998979285
NPC2	3.58739711541041	4.03782122976178	7760.62141922049	112414.68290589	32049475.1520053	51014318.2044948	1.59327592879921	377.418103991389
SLC29A3	5.75605371011975	7.9594838388376	2422.05402970879	110966.929700221	9224938.81652549	64234433.1080438	1.45836638176886	372.557071356285
CCL28	8.18689658168897	4.0616864746064	3286.93115788283	109299.030406628	20153737.7988829	60447666.6596382	1.55912432335878	366.957727715451
SUN2	1.91184351070454	3.09612490211939	18359.012245729	108672.616892858	37880230.2686037	45827749.6670028	1.60216332244529	364.85479773935
SLC49A3	7.69701956023533	10.9993478094803	1271.39067423393	107638.725487547	28565686.1037568	52215780.5698276	1.56163146405906	361.383551006791
PILRA	8.40876501715588	10.6356558751579	1203.50083726051	107632.366706238	27212402.6488879	52166062.262322	1.54205468789997	361.362136778382
STX11	5.97649517015712	5.69431353692425	3153.29693396697	107313.11903489	20030351.1290085	56046907.3035075	1.49560421871292	360.290162272865
OSCAR	9.03294358424136	7.95453020740379	1488.21142256591	106932.191340824	28924572.386327	51578784.7594005	1.55775847809121	359.011472435489
HRH2	11.8427938658207	6.70861910520295	1343.32147616007	106725.2701434	4178340.99617354	73161325.4502688	1.5134326191207	358.316621671505
MFSD1	2.68620317475969	3.81257774644765	10412.6780853365	106639.968660215	37549133.128175	45895195.4675899	1.59852823145629	358.030522464888
ARRB2	3.85090635876893	5.3580571638973	5143.47642226257	106127.285041011	23992827.8207609	55252136.5770843	1.54018686366392	356.309080471179
MLX	1.6940264119684	2.9383415791027	21293.178499295	105989.526668234	8683789.38972058	73417370.0534429	1.57995907751114	355.846714211822
MCEMP1	16.2689165572177	13.5959772868453	472.795808414694	104578.565348551	18993178.5566332	56277367.4743655	1.48416802916706	351.109335271298
S1PR4	10.9934993075587	9.51524777179717	994.681370810828	104049.509958075	5713629.03579099	62827682.951201	1.38738608054716	349.332798844169
CEBPE	9.28956664347042	3.403172648124	3274.17266255942	103509.691653183	484909.964907114	54049429.8246679	1.17682138258565	347.519745797191
PIK3AP1	8.95285095730405	6.02412407130379	1916.19093236074	103346.088352084	30298005.936914	50940395.0835557	1.56798669187489	346.971789425301
HVCN1	9.03313976695348	7.41407394913314	1541.26845581695	103222.395474088	6968153.87628676	70324975.1751481	1.5127768467136	346.556326733668
CSTB	5.53656187850962	4.71143274250498	3892.14380691965	101527.111881882	12891763.2840951	66727259.6826814	1.54541815072831	340.864816381165
PPARD	2.45093793047588	3.73013887865481	11063.9274978501	101150.174348066	2127910.61435185	57003038.905653	1.24742957514533	339.598313696188
ZFYVE28	3.97912146295088	4.9231354775723	5081.40113278775	99543.398389315	735385.66643781	54274928.8299458	1.18420805926169	334.203630493423
MAN2B1	4.40189388243226	5.97588739084102	3780.34259497883	99442.7517558872	31474687.6827309	51177683.7779204	1.58758973091274	333.867081202691
TOB1	2.82868290232512	5.21466658307116	6703.48287028528	98880.6505320517	1229847.98794143	66353740.9783103	1.37340012120331	331.97920495918
MS4A1	13.0431393977626	6.25962360130931	1205.30968725507	98407.6820276201	3367929.2600995	48719369.6983373	1.1385558266392	330.390506981053
FCGR2B	12.8931998397816	7.85897076803432	949.945221780905	96255.3660869254	10587963.9462292	66150961.2374924	1.50495887246008	323.165710519454
F13A1	8.77585951521464	4.21104329469289	2601.68396245889	96146.5950691316	5702619.20376023	73259602.869761	1.53622806482221	322.800635717658
NCF2	11.3312075808175	7.01840166416703	1202.73745397344	95650.0607801394	11599243.0939488	67777510.7906294	1.54203075425498	321.133627645135
STAT5A	4.79410260647265	5.92119807420349	3323.29659239171	94337.8591331509	165399.455656145	32668541.4805274	0.816681911027748	316.725703505711
FCER1G	9.99610455779166	5.57048818067994	1674.73308714436	93254.4677819357	12350824.0877712	68375377.1635493	1.56086212887309	313.090903844597
ARRB1	5.3643693371754	6.52463288159281	2633.29117383074	92166.6145526555	3899431.73406288	69355744.2430367	1.45544633778003	309.438271832665
PTPRO	6.96650549430265	4.84630042007259	2706.44803392915	91374.4990526866	26400116.6211001	51460748.9740432	1.52076946617421	306.77910105987
LILRB1	16.0634216798459	7.90738412533908	714.93959878838	90811.3744562432	4228633.06669698	68113920.8656411	1.4423676767532	304.888244904739
SLC16A5	7.70284246861361	5.91307861250659	1981.10054442074	90234.202913573	2675036.14289571	66251803.8728284	1.39300060913365	302.950326048708
ASAH1	5.06053859633014	5.4800647318349	3197.98321694113	88686.7234873945	26166046.999527	54192478.0105424	1.5557400457575	297.755479270117
ARAP1	3.88312011863309	4.90841292399768	4616.86409172777	87997.2309511428	4844976.09885819	70386229.2036661	1.48360944854116	295.440385780269
PLD3	4.49863708664435	4.15141786630768	4675.84874489653	87324.8530296566	28083123.6515407	53843009.4530864	1.57753311915461	293.183309132498
USF2	2.74843110337174	3.26524293414449	9602.26480969132	86173.5593774013	5252592.03487051	71317993.7243109	1.50258103640442	289.317789205991
CLECL1	10.1677647565415	4.75054572745356	1774.99759473711	85736.6995938999	2578333.24635762	27329790.5700812	0.763602155599136	287.848627436746
MYO1F	10.7144309795807	6.34864717798116	1226.02696766599	83396.9804930893	20700815.4750926	53455268.0754064	1.46831245222609	279.99579325241
ITGAM	10.0081211304399	7.89512990412668	1048.39944180185	82839.7184695784	6522776.00882503	71097030.5687738	1.51737782693976	278.12504761555
CCDC69	6.51817579208675	6.9564150394313	1809.70466735677	82057.6850503702	10849737.1925351	68732582.6887514	1.54490515534748	275.499598783336
PLEKHO2	5.01247621373252	4.56901007255902	3576.1490241694	81901.1591686278	12195087.9580171	69883691.2155726	1.57964895583674	274.97420699329
MYBPC3	11.6552824539472	5.48155098355676	1276.7084800897	81567.6600009703	21104067.2622046	58230467.9592474	1.54144015865934	273.854413236484
PSD4	5.35290231143702	7.51126384259572	2017.14461774367	81103.4578711563	7169475.75959951	71549113.0207635	1.53281366452159	272.295906324061
CLDN23	6.73042056595088	4.34401201797991	2760.7914376739	80717.3360810506	26843203.8977071	50826269.2467991	1.51807686385793	270.999520063844
TAGAP	8.54892438755759	4.17525152494694	2260.43797939107	80683.8688607065	10287766.449733	63299479.8091617	1.46019385382055	270.886965357588
ENSG00000279406	6.64707596443097	5.01448749767791	2400.50552106044	80012.8802332867	1406540.8751485	28415100.5875649	0.762011650249306	268.631893665354
UBTD1	3.12365325858014	4.98445615037345	5122.00575263592	79748.1579976642	31776030.2644997	50955168.5774281	1.58867980442272	267.745910175164
CCR5	16.112319742856	7.48620013648694	658.001208443153	79368.138832297	5564289.69631438	63873134.0255045	1.40042283939806	266.469429852795
VAMP8	8.01883356570818	6.94425581196343	1424.69137553305	79333.6993197489	3441643.98547354	69495198.8585877	1.45088955840779	266.353974609874
RPS6KA1	5.29635460946772	6.41926040347138	2330.93355498598	79248.6627023034	4068622.04981535	72389245.6312044	1.50098804755934	266.068647147172
PECAM1	10.1460362413285	6.41906125530557	1215.33916850346	79152.6435557751	23672222.4439777	55773636.62951	1.54299727489809	265.74642059407
RASAL3	8.62125910944103	4.05472092848384	2263.86079397479	79137.328416325	22837388.4462485	54357618.0798374	1.51139381036775	265.694896572727
CTSB	4.89379845594482	3.74555762261231	4285.76441433072	78558.0793299987	13088362.2009492	66559706.9946372	1.54582408005505	263.75028406004
P2RX1	7.48263011288808	5.63056632474899	1861.63682177126	78433.4496162256	25456116.7633095	53462446.8628629	1.53561643039204	263.331827192202
GIMAP6	7.88940308446205	3.28361169854653	3026.75033547474	78410.195923813	4179475.99844996	65635430.2176268	1.40590038792526	263.253321463461
FCRL1	9.48696523503321	3.94448551411035	2071.01493900148	77499.8579031451	5709927.82152734	32675021.932296	0.913899949596693	260.195368013123
BTG2	2.75565183701308	2.94462649608606	9530.87998330409	77337.0428944255	4099749.23041866	69183724.4766817	1.45585113701639	259.650564433225
SH3TC1	9.15961785284958	4.30445930191335	1957.1665575728	77165.601738899	23981387.3829556	55094556.3740402	1.53782080812819	259.075255757082
FCGRT	5.10235991765924	5.4411342910288	2763.57096259955	76723.9857136572	25634650.7244551	54522456.4422897	1.55293132078412	257.592657457096
MS4A6A	13.4232255952412	6.78596720875701	838.56520942673	76384.543274516	28671563.9350018	50304775.7672468	1.53642582593921	256.452983064571
ARHGAP4	6.5856914599707	7.06456003005884	1641.32189469289	76362.5219271102	21043207.1018095	54709277.3047292	1.4910042304247	256.378897723902
ADA2	8.49446794549997	3.21634548363231	2781.12704230155	75983.5713269616	6185107.95869623	71747449.2827058	1.52177758200964	255.106740279697
SLC37A2	5.85972061491535	2.84395555102288	4545.59066805692	75751.2910458604	28433130.6933918	54042816.8804365	1.58514897754199	254.327112375691
LYL1	11.9031730108568	7.69141769878021	819.910076183872	75064.6332352302	21600478.677796	55007463.2575665	1.50310882789034	252.021502714707
CYBB	9.47966131028885	7.30361470198458	1077.2364098292	74583.3178539324	27836726.4284204	52057618.0698113	1.54926418421993	250.405724956062
ZFP36L2	2.3843835124497	3.69405471287681	8423.1913759013	74191.8331120334	5802399.53930743	68533889.4632317	1.47088075193472	249.091119835034
FCN1	10.6160201459882	4.91550430858777	1421.11207996842	74158.0235022334	23323480.4631585	54908990.4748013	1.52599210671034	248.97779497464
RGS18	7.24401213583708	3.42112088390313	2985.97663851664	74000.3876674035	8441761.28387644	66134032.6621722	1.47429149581298	248.448386487982
ACAP1	3.89250496573356	3.66443036265273	5141.13883657444	73332.2449420742	13061173.1681732	67991963.459283	1.56541116905997	246.205519361096
SUSD3	11.5878963407347	5.27885198179357	1195.67245582915	73140.2281819272	19290351.2799445	55163633.4015933	1.47255721732711	245.560544729537
ZNF516	2.37543506907482	3.2159715253202	9517.76056927471	72709.3285297917	4773596.34756426	72181402.2664449	1.50800882419464	244.113993080928
LILRB2	10.8378306736954	5.08405024959536	1309.68620194543	72163.8089250179	29280561.8053838	50543101.228858	1.54827717214744	242.282641039099
KCNE1	13.9053854295756	11.6082375416025	446.955175055486	72146.171167963	3315334.94458023	71176927.893793	1.47310229411284	242.223172949483
SLC27A3	7.23503669441507	8.86296350148084	1123.29214659174	72029.8352604222	24265933.232866	55950010.9092477	1.55375199280214	241.832866131965
ENSG00000265975	7.59449424688434	4.03747594475135	2348.16812743484	72000.9114572872	99085.6515267767	6244508.59177863	0.250009649462032	241.731382403005
HAAO	10.373489768794	5.24755651850487	1314.962980155	71580.6329276754	6801345.47535963	72574758.0509237	1.54202165707959	240.324708009909
CTSL	3.8455018949713	3.66121716268744	5037.00196104971	70917.0463439952	10282659.2291201	66359330.4713558	1.50358981330888	238.09670238984
GPR34	10.6405002160213	6.55727469824785	1011.3948314177	70567.7308017763	1828195.92254276	60081949.0035963	1.2893729474064	236.923216988589
GIMAP1	9.82613034623211	4.24359352692709	1689.8742986184	70464.5527839273	5838683.98854677	49015997.4450416	1.18179475765167	236.576453555832
SIGLEC10	10.4124545775019	8.68996193704999	773.226628226208	69964.509833948	25855459.1159048	54409541.1758313	1.55443611073017	234.898897361056
TRPV2	8.9718090002289	5.91869705420676	1316.04047964703	69883.617589456	4371259.96338486	62473316.1727018	1.36257011095922	234.62667155635
PRKCD	3.90569443852282	6.03766375635135	2962.36194387262	69856.2561099686	26453239.0430583	53929558.8300657	1.55607839203585	234.535459816109
PLBD1	8.85249169263241	2.98695665483127	2625.96778148704	69435.8636412749	29741142.9922067	51941547.794376	1.57415646463914	233.124125880637
RASGRP3	7.16383347420833	4.0511717471808	2388.06938987246	69306.3582433749	27814459.2728197	54437100.0021889	1.58204254289764	232.689360497515
ZBTB7B	2.35657561236996	2.9166821108128	10026.5298789544	68916.1693044188	25648753.1409317	53281388.8199873	1.53577864667507	231.379213645355
MGAT1	4.35602096025197	5.01150267818843	3137.22690746327	68486.3244304486	27467263.3395757	53630845.0336905	1.56603651208514	229.936185793981
PYCARD	11.2583573197529	7.80949067045578	770.101850416572	67708.9229650548	25097439.7826462	53141936.5734401	1.52608909148015	227.326061406706
C1QA	11.7314114877822	4.3348644332536	1321.18655578382	67187.7247023984	14814532.7247376	64036624.6509901	1.5346719142732	225.57625766419
UNC93B1	2.69949291751538	3.75134848404985	6599.39477556868	66830.3462315936	30147521.0919133	52100693.6181474	1.58199622276341	224.376580460957
SLC2A6	2.7335164450858	3.92598431964136	6220.42463791861	66755.9967044109	13380281.0884928	68667346.4187392	1.57921725017859	224.126955519003
CITED2	2.52018908871631	3.59941627282052	7321.82751398576	66417.8321552967	5355845.94854795	69486544.2004637	1.47808443665305	222.991287298576
ABHD12	2.41060804919728	3.8393077735835	7090.64524339014	65624.3912867389	29974004.7611356	51653614.6582414	1.57339220943886	220.327767499386
PPARA	2.12175751808337	3.69836192818887	8323.560191325	65315.2034363135	900787.920682242	68054275.3406494	1.39341128453356	219.289118788452
ARHGAP31	2.96901681181248	2.89395046235493	7590.27425971343	65217.0601873099	37845466.4018829	45286725.8354153	1.59422049384248	218.960294073892
